Interval,Timestamp,Flume Depth(mm)[Central1_8S1897],AV Flow(l/s)[Central1_8S1897],Flume Flow(l/s)[Central1_8S1897],Total Precipitation (mm)[RG_RomanoWRP]
15 Min,2021-06-01 11:30,13.1,0.36,0.18,0
15 Min,2021-06-01 11:45,13.89,1.72,0.2,0
15 Min,2021-06-01 12:00,14.62,1.13,0.27,0
15 Min,2021-06-01 12:15,16.47,0.92,0.27,0
15 Min,2021-06-01 12:30,14.55,0.79,0.27,0
15 Min,2021-06-01 12:45,14.49,0.82,0.19,0
15 Min,2021-06-01 13:00,11.97,0.47,0.18,0
15 Min,2021-06-01 13:15,10.98,0.2,0.1,0
15 Min,2021-06-01 13:30,13.76,0.93,0.26,0
15 Min,2021-06-01 13:45,16.27,0.81,0.29,0
15 Min,2021-06-01 14:00,14.62,0.5,0.24,0
15 Min,2021-06-01 14:15,13.43,1.03,0.22,0
15 Min,2021-06-01 14:30,15.08,0.73,0.22,0
15 Min,2021-06-01 14:45,13.43,0.73,0.18,0
15 Min,2021-06-01 15:00,13.56,0.59,0.23,0
15 Min,2021-06-01 15:15,14.03,0.91,0.21,0
15 Min,2021-06-01 15:30,11.91,0.18,0.15,0
15 Min,2021-06-01 15:45,12.04,0.64,0.17,0
15 Min,2021-06-01 16:00,12.57,0.43,0.18,0
15 Min,2021-06-01 16:15,13.69,0.75,0.22,0
15 Min,2021-06-01 16:30,13.03,0.28,0.18,0
15 Min,2021-06-01 16:45,14.69,0.84,0.25,0
15 Min,2021-06-01 17:00,15.68,0.74,0.29,0
15 Min,2021-06-01 17:15,14.55,0.66,0.26,0
15 Min,2021-06-01 17:30,16.08,0.47,0.28,0
15 Min,2021-06-01 17:45,15.41,0.44,0.24,0
15 Min,2021-06-01 18:00,14.62,0.59,0.26,0
15 Min,2021-06-01 18:15,15.81,0.73,0.4,0
15 Min,2021-06-01 18:30,29.17,0.54,0.98,0
15 Min,2021-06-01 18:45,30.89,0.81,0.98,0
15 Min,2021-06-01 19:00,25.67,0.66,0.49,0
15 Min,2021-06-01 19:15,19.65,0.44,0.18,0
15 Min,2021-06-01 19:30,11.38,0.38,0.14,0
15 Min,2021-06-01 19:45,12.7,0.5,0.25,0
15 Min,2021-06-01 20:00,14.49,0.66,0.24,0
15 Min,2021-06-01 20:15,15.08,0.57,0.24,0
15 Min,2021-06-01 20:30,13.36,0.28,0.15,0
15 Min,2021-06-01 20:45,14.29,0.83,0.24,0
15 Min,2021-06-01 21:00,12.57,0.47,0.17,0
15 Min,2021-06-01 21:15,13.17,0.5,0.21,0
15 Min,2021-06-01 21:30,12.9,0.52,0.19,0
15 Min,2021-06-01 21:45,12.57,1.05,0.15,0
15 Min,2021-06-01 22:00,12.57,0.39,0.19,0
15 Min,2021-06-01 22:15,11.31,0.78,0.13,0
15 Min,2021-06-01 22:30,10.72,0.5,0.14,0
15 Min,2021-06-01 22:45,13.1,0.34,0.19,0
15 Min,2021-06-01 23:00,10.98,0.43,0.13,0
15 Min,2021-06-01 23:15,11.05,0.48,0.16,0
15 Min,2021-06-01 23:30,12.04,0.08,0.14,0
15 Min,2021-06-01 23:45,11.18,0.18,0.15,0
15 Min,2021-06-02 0:00,14.16,0.36,0.33,0
15 Min,2021-06-02 0:15,17.86,0.14,0.26,0
15 Min,2021-06-02 0:30,14.8,0.18,0.31,0
15 Min,2021-06-02 0:45,15.79,0.11,0.24,0
15 Min,2021-06-02 1:00,13.06,0.07,0.17,0
15 Min,2021-06-02 1:15,17.11,0.12,0.35,0
15 Min,2021-06-02 1:30,13,0.09,0.18,0
15 Min,2021-06-02 1:45,16.08,0.25,0.27,0
15 Min,2021-06-02 2:00,12.32,0.02,0.17,0
15 Min,2021-06-02 2:15,14.34,0,0.32,0
15 Min,2021-06-02 2:30,17.01,0.03,0.24,0
15 Min,2021-06-02 2:45,13.21,0.04,0.2,0
15 Min,2021-06-02 3:00,15.22,0.41,0.29,0
15 Min,2021-06-02 3:15,17.48,0.36,0.33,0
15 Min,2021-06-02 3:30,16.08,0.39,0.26,0
15 Min,2021-06-02 3:45,13.12,0.27,0.18,0
